,mid,uid,repost_count,like_count,comment_count,verification,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,positive_prob,surprise,comments_count,average_commenter_follow,average_commenter_follower,average_moral_word,average_immoral_word,commenter_gender_ratio,average_positive_possibility,positive_negative_ratio,average_text_lenth,average_moral_score,average_moral_emo,average_nonmoral_emo,moral_emo,nonmoral_emo,keyword_code
1119,4970842485430144,6125966101,0,15,3,0,Someone in the Chinese Academy of Sciences abused cats! ! !,3,-4.296463497889251,0,1,4,17.5243,0,2,83.5,1662.5,1,1,0.0,37.1094,1.0,34.0,0.0537,0.5,1.0,0,0,5
1120,4970841901367494,2562879421,0,6,6,0,"Did Dian Chao forget so quickly that Zhonglu was a ghost father? He didn&#39;t do anything wrong. Jing Jing Jing means that he doesn&#39;t start a big game and loses a big game. Jing Jing Jing pretends to be aggrieved. In this club, there are cat abusers, ghost fathers and PCs. Looking back at history, you still have sexual assault and Blitz Poland and Death Sister, are you going to gather all the Dragon Balls to summon and disband?",58,-0.2184950332655032,1,1,56,99.9878,0,3,93.0,657074.3333333334,0,2,0.3333,78.3937,1.5,11.0,-4.4231,0.0,0.3333,0,2,5
1122,4970841473549790,3928262229,0,41,5,0,"Chinese Academy of SciencesChinese Academy of Sciences Guizhou Institute of Geochemistry, Chinese Academy of Sciences, 2022 master&#39;s student Han Zixuan abused a cat and posted it on WeChat Moments. People like this may turn out to be just bricks in the future, so be careful.",31,-0.7052288043559729,0,1,30,11.7908,0,2,641.5,11319.0,0,1,0.0,54.494,1.0,30.5,-0.1962,1.0,0.0,1,1,5
1123,4970839834888390,6037053004,0,0,1,0,"Is the PC fake for now? Is it fake to backstab teammates? The current Ladybugs team, coupled with blitzing Poland, sexual harassment, backstabbing teammates, abusing cats in the top lane, and the ghost father in the middle, if you lose the game in the future, EDG&#39;s post-game comments can be turned off.",33,-1.434753887463283,0,3,32,24.0987,0,1,7.0,20.0,0,0,1.0,1.3231,0.5,21.0,-2.9475,0.0,0.0,0,0,5
1126,4970819684927668,3175064777,2,1,16,0,"Published the headline article: &quot;Discussion on Yue Quanhuai&#39;s abnormality in the plot of the Chizhu series and the cat-abusing CEO&quot; If you have different opinions, please feel free to discuss and add! O Discussion on Yue Quanhuai’s anomaly in the plot of the Chi Resident series and the cat-abusing CEO",26,-0.2772731437807607,0,1,29,99.9899,0,3,245.66666666666666,117377.0,0,0,0.3333,24.4666,0.25,25.0,-0.0128,2.0,0.6667,0,1,5
1133,4970686641866772,6300504719,0,5,4,0,"A short fantasy composition for Hu Guan before going to bed [Don’t hit me if you write poorly] He is the senior you have had a crush on for a long time, and he is also a very famous student union president. One day when you came home from school, you saw him squatting in the corner, teaching a group of gangsters who abused cats. You were scared but curious, and your ignorance drove you to walk forward slowly. &quot;This is wrong, it&#39;s not fun at all.&quot; &quot;His voice was cold and mechanical, but it was a pity that his expression could not be seen. Suddenly, he turned his head, his stern face was expressionless, and a horizontal scar appeared in your pupil, staying silently on the bridge of your nose. Soon he tilted his head and looked at you gently, putting one hand on his lower body, narrowing his eyes slightly with an aggressive look, and stared at you for a long time. This was the first time you looked at each other. . Time passed, and the two looked at each other speechlessly. The tension made you unable to breathe, and even your mind went blank. Then he slowly put his finger to his mouth and signaled something to you.......Collapsed",130,-0.0961436899309056,0,3,131,99.9999,1,1,1041.0,1652.0,0,0,0.0,79.0263,2.0,3.0,0.0,0.0,0.0,7,5,5
1134,4970681659294454,7798464103,0,0,2,0,"To be honest, because my empathy is too strong, I can’t watch videos of cat abuse and dog abuse. Sometimes Douyin will push videos like this and I will immediately shed tears when I see them, but I can’t do anything but feed stray cats at school. Get fatter, but Wang Niu said that if we work in the future, the more we save, the less stray cats we will have.",49,0.2514199424101619,2,1,45,99.9382,0,1,932.0,9.0,1,0,0.0,50.3502,2.0,7.0,0.5595,0.0,0.0,1,2,5
1135,4970678337144056,5118071660,1,239,52,0,"Chinese Academy of SciencesChinese Academy of Sciences Han Zixuan, a 2022 master&#39;s student at the Guizhou Institute of Geochemistry, Chinese Academy of Sciences, abused a cat",14,-1.2510309934224968,0,1,14,92.8843,0,17,721.8235294117648,2.0268049545128655e+38,7,15,0.0588,58.2396,1.4286,14.352941176470589,-4.3542,0.8824,0.7059,0,0,5
1137,4970678065037752,5118071660,1,83,17,0,"Is there anyone in charge of the videos of students abusing cats and spreading them around at your college, Chinese Academy of Sciences? Will the post be deleted there?",17,-1.4619883040935675,0,1,17,94.3135,0,8,1183.5,9.783495515328252e+18,1,2,0.0,73.0719,3.5,6.625,-0.6435,0.0,0.625,0,0,5
1143,4970652834729125,6606901204,0,7,2,0,"Jiangsu Normal University abused cats. Apart from anything else, I am already disappointed with the management methods of the Normal University.",14,-1.0033790067956267,0,1,14,7.4599,0,1,66.0,31.0,0,0,1.0,21.4542,0.5,5.0,0.0,0.0,0.0,0,1,5
1144,4970648418913645,5655789795,0,0,1,0,People who abuse cats are bound to have bad luck and bring disaster to their whole family.,10,-2.8626536278109014,0,2,10,72.4677,0,1,9.0,10000.0,0,0,0.0,50.8991,2.0,9.0,-1.879,0.0,1.0,1,1,5
1147,4970642727509234,6703601785,0,1,7,0,He also tortured cats 😡 which is even lower,3,-19.97928726365195,0,1,3,59.5832,0,2,542.5,66809.5,0,0,0.5,54.8484,3.0,2.5,0.0,0.0,0.0,0,0,5
1159,4970605636223396,6336069836,0,2,1,0,"Damn it, I&#39;m going to sue you Bai Lian for abusing the cat",7,-7.377115825873109,0,2,5,23.8235,0,1,570.0,705.0,0,1,0.0,60.0218,2.0,7.0,-3.5057,0.0,0.0,0,0,5
1160,4970603611170070,6562264196,0,0,2,0,"Get rid of you cat abusers🥺🥺🥺🥺🥺😭😭😭😭😭😭😭😭let him go, he has a brighter future. . . . . . .",14,-0.1315918553459524,0,1,19,93.0179,0,1,487.0,1222.0,0,0,0.0,40.0301,0.5,5.0,0.0,0.0,1.0,0,0,5
1164,4970586402459079,7809082007,0,0,1,0,"It looked like a video of cat abuse taken by someone, with the distorted look on the kitten’s face, which made her heart hurt. . . You will also get retribution for the four of you.",20,-1.154950905904477,0,2,20,91.8947,0,1,451.0,14.0,0,0,0.0,43.265,0.5,3.0,0.0,1.0,0.0,1,0,5
1165,4970585218095533,5234308164,0,2,1,0,Cat and dog abusers suffer bad luck and die unexpectedly,6,-1.460250051660388,0,1,5,97.2594,0,1,87.0,6.0,1,0,1.0,60.1834,2.0,1.0,42.5325,0.0,1.0,2,0,5
1175,4970478264390889,5897929902,15,1408,125,0,"Let me tell you something... Please take me as a warning... The night before yesterday, I sent my cat to the hospital for sterilization. As soon as I came back, I received a screenshot of Lao Tie&#39;s WeChat. It was said that someone in our community saw a cat locked in a car. One of the cat&#39;s legs looked injured and it was very thin. It had been locked in the car for a day and a night. The group said that the property management company had already contacted the cat, and the cat was still locked up and barking in the car. It was suspected of being abused, etc... Then Lao Tie became anxious and asked me to rescue the cat. It was late at night, and I said I didn’t dare to go, and I couldn’t drive their car. Lao Tie also gave online instructions: Teach me how to open the sunroof, how to drive the window, and taught me hard. I still didn’t dare, so I said I would call the police. People who think about torturing cats are not in their right mind. It’s a dark and windy night and I have to put safety first! Lao Tie was afraid that the police would think it was a trivial matter, so he finally said: &quot;If he were at home, he would try to pry the car.&quot; Do you still remember that I posted on Weibo about a police officer in our area? He came to me on his bike late at night to tell me about telecommunications fraud. During the epidemic, he joined the policeman from the district who worked the night shift and ate instant noodles every day. It was him again, I contacted him the night before. I was also very uneasy, and I was afraid that it would be a trivial matter. Unexpectedly, he immediately asked me for the contact information of the property management company, coordinated with the management company to deal with it, and told me the follow-up progress the next morning. I went home early yesterday afternoon and went to the underground garage to search for the parking space. The car and the cat were both gone. I thought the matter would be left alone. I don’t know what will happen to the kitten in the future. There are so many poor souls. One...and then, this morning, the reversal came! ! ! Looking at picture 4, I feel ashamed and scared now! Fortunately, my wife is not at home! Fortunately, I didn’t listen to my wife’s words and try to break into someone else’s car! Otherwise, it would be my grandma who is being questioned in the bureau now! Man, bah! Hey, I just went to the police again and apologized. Everyone is a good person, but I was the only one who almost became a villain. Close d",192,-0.0405159066023421,2,5,191,0.0,0,93,701.505376344086,10000.0,39,16,0.1935,68.1242,2.2759,11.13978494623656,2.6088,0.2366,0.6559,7,3,5
1187,4970304427524759,5708838050,0,2,1,0,"I just want to write a few sentences about what has happened since I started raising cats last year. There are so many things that have happened. I raised a blue cat, but I stayed up one night and soon gave birth to a litter. Then I gave birth to a kitten. I gave it to her. I gave it a name, but one day I saw it being taken away by an uncle. I was afraid that someone who abuses cats would take it away, but it came back on the fourth day with the smell of fried cakes. I don’t know who was kind. The uncle took it home and raised it for a few days, and it ran back on its own. Then it went back to the pastoral area with me twice. The second time I went back, it ran away and got lost on the first day. I waited for four or five days and didn&#39;t come back. It was a month ago. I promised to give one. When my brother came, I couldn&#39;t bear to let the kitten stay with me for a few days, and then I couldn&#39;t get along with my brother, so he stayed with me all the time. My brother&#39;s home in the pastoral area is about forty or fifty kilometers away from my home. As a result, today my brother&#39;s mother came from After You Qi returned home to the pastoral area, he found a kitten squatting at the door of their house, opened the door, went in, and rubbed his aunt&#39;s trousers. Before, the kitten and I went to the depths of the desert for a month. The tourist Rua&#39;s super-good aunt sent me a photo. My brother forwarded it to me. It looked like my kitten. Although it was dirty, I don&#39;t know what the fate was. The distance between my brother and our house is quite far for the kitten, and there are so many houses in between. How could he find their home so accurately? Another thing is that my blue cat is the kitten’s mother. The cat has been extra clingy since it was no longer in the store. I used to chase it rua, and now it chases me. When I go to the bathroom, it comes and lies with me while I give people a manicure. There is no space on the table, so it lies with me. It also goes to bed with me when I sleep, so the little animals are really cute and distressed. Now that they have come to our house, I will give you the best love. So tomorrow, aunt will take another clear photo and send it to me. I don’t know if it’s a kitten, but looking at the photo, I’m probably 95% sure it’s my kitten. It might have been born to go to my brother’s house. 2 Alxa·Badain Jaran Town close d",205,-0.0169600980039557,2,2,199,100.0,0,1,9.0,10000.0,1,0,0.0,95.6997,2.0,9.0,6.5244,0.0,2.0,0,10,5
1192,4970266096044973,7793662258,0,0,2,0,"If there really are six realms of reincarnation in the underworld in this world, some people are destined to enter the realm of animals in their next life. Of course, those who abuse cats and dogs will only fall into the eighteenth level of hell, and the cycle of torture will never end.",30,-0.1840679180931559,0,2,32,99.9979,0,2,57.0,757.5,0,0,0.0,46.4412,1.0,15.5,-0.0,1.0,1.5,3,0,5
1193,4970264005710775,5484481181,0,11,3,0,"Xue Zhiqian, if someone actually steals takeaways or something because of the meme about Xue Qian feeding fish, it is the same nature as the person who took the opportunity to catch dogs and abuse cats at that time. It has nothing to do with Xue or the meme. It is the person who has his own problem.",32,-1.0507451362400806,0,2,33,99.9987,0,3,221.66666666666666,1474736.0,0,1,0.6667,15.4893,0.25,12.333333333333334,-0.864,0.3333,0.3333,0,0,5
1198,4970219970759765,7836329170,0,2,2,0,"If the wilted ones were two cats, then I would torture the cats.",11,-3.852731812204397,0,1,10,64.2813,0,1,573.0,452.0,0,0,0.0,5.3267,0.5,4.0,0.0,0.0,0.0,0,0,5
1202,4970166604005730,5524255686,4,75,1,0,"How can someone believe that the second generation of rich people can&#39;t make real poor people, white people can&#39;t make real black people, and cat abusers can&#39;t make cat-loving movies, but at the same time believe that men can make real women? Um? How did it split? teach me.",27,-0.4041725773131969,0,0,29,73.6903,0,1,36.0,0.0,1,1,0.0,100.0,2.0,51.0,-0.0778,2.0,2.0,1,2,5
1205,4970139446150254,2400134623,0,5,8,0,"Xiao Ju, whose tail was cut off by an abused cat in the community, feels sad. The cat abuser will not die a good death.",9,-4.99131950043442,0,1,9,13.6581,0,1,645.0,2150.0,0,1,1.0,41.5338,0.5,3.0,-11.8616,0.0,0.0,0,1,5
1208,4970086802920292,6323825521,0,37,4,0,"You, a man who aborted, cheated on, and abused cats, had some achievements, fell in love with an Internet celebrity, and started a live broadcast if the fight couldn&#39;t go on, and the official kept making gods and cracking down on fake games. You participated in spinach, you have the support of fans in the LPL division, and you still want to win the championship?",35,-0.9774026705222116,1,3,30,99.9713,0,2,423.0,4916103.0,0,0,0.5,52.7383,1.0,9.5,0.0,0.0,1.5,1,3,5
1215,4969955629727775,7375347808,0,3,8,0,"Is it my misunderstanding? I always feel that there are quite a lot of sisters with backstabbing voices on the 9 side, but there are a lot less on the 57 side... It may also be that 57 has sexualized female characters for too long and boiled frogs in warm water. Putting this aside, 57 There are actually not too many men in her background. Although it can be seen from the copy that Guotie has some awareness of loving women, she also loves men. Now the overall trend of 57 is towards butter, and this must be the main planner of the game. (Male) Determined, including the increasingly forced ML plot. Even if the writing style is as good as pot stickers, it is impossible to write the ML in a natural way every time, and it is obvious that the plot of the ML is written for otakus. I have always wondered how Guotie could still love men when he has worked with these male colleagues and has the most direct understanding of the needs of otakus. I have always believed that anyone who really loves women cannot love men. Would a person who loves cats love someone who abuses cats? Will a patriotic person love the Japanese? Lei Wen&#39;s activities are so fragmented, and the pot stickers are also fragmented in my opinion. Including previous rumors that the internal copywriters of the 57 project team have a great say, but now it seems that this is not the case. The copywriters will eventually have to give in to Mei Zhai and ML, and even the artists who produce based on the copywriting have no say. As for the screenwriter foreman of 9, I think she doesn’t love men as much as Guo Tie. At least she has a more indifferent attitude towards men. However, there are many people in the copywriting team, and it is impossible to determine which ones are her will and which ones are not. But no matter which one it is, no matter what the status of these two female screenwriters in the project, the final result is that Lily was stabbed in the back again, just like Principal Zhang Guimei&#39;s movie, the backstabbing was very thorough. Hide d",183,0.0798408521311631,1,3,182,100.0,1,2,706.0,3282.5,1,1,0.0,99.928,3.0,49.5,0.1497,1.0,4.5,9,9,5
1216,4969954613134806,5621309682,1,0,1,0,"In the autograph signing video with Aba Aba, the old chapter is like a sunny kindergarten teacher, although I feel that the other person has a mentality of enjoying the pleasure of cat abuse.",26,-0.098907012618431,0,1,25,98.8336,0,1,35.0,31.0,2,0,0.0,53.1634,2.0,32.0,0.4162,1.0,1.0,0,3,5
1218,4969932264311399,5382192704,1,8,5,0,"I found that many male friends are very malicious towards some videos of pets being injured... I shouldn&#39;t say it, I have never seen women abusing cats or dogs... Most of them are compatriots of BitTorrent, I know this The topic is very sensitive. If you don’t like this content, you can click the cross in the upper right corner or block me. But you can’t slander me like this. I really like cats and dogs. Please don’t be so malicious. The world is Beautiful, don’t be dark inside yourself and think others are dark too! There are still many good people in the world! Hide d",70,-0.6031319881198021,2,4,65,99.9995,0,3,588.0,10000.0,1,1,0.3333,79.7602,4.0,6.0,-0.508,0.3333,0.6667,7,6,5
1219,4969930292989782,6986873733,0,2,3,0,"Regarding his jealousy, my thoughts have almost started to shift away from my eldest brother since I raised &quot;Zai Zai&quot;. Tonight I told him that now you are second to me, and he was very jealous and said to wait until I come back. I said he was a cat abuser after the cub was beaten, and he said, then I will throw her off the 18th floor while you are sleeping. I will not allow anyone to come in front of me. I want to be your number one hahahahahahahahahahahahahahahahaha He looked jealous It’s really funny and cute (in fact, he really likes cats and dogs. When he encounters strays when he goes out, he will share food with them. He loves them even more than I do. He often sends me videos of his little strays) Hide d",84,-0.2384237723829429,1,2,84,100.0,0,1,223.0,1101.0,0,0,0.0,93.8144,2.0,5.0,0.0,0.0,1.0,2,4,5
1221,4969926870438214,7748445604,0,0,1,0,"Comments under calls for care for stray animals either state that dogs and cats are meat, or about how many stray animals have been killed in the United States, and they will definitely say some ridiculous and stupid things under the tags &quot;Japan&quot; and &quot;United States.&quot; Including the cat-abusing telegram chat group where the cat’s mother was killed and commented, “The little fairy can’t even speak.” Treating the female cat as a woman to relieve anger is what constitutes a man in the country.",54,-0.2072260976078311,1,2,53,99.9883,0,1,669.0,18.0,0,1,0.0,0.4568,0.5,14.0,-1.138,1.0,0.0,2,3,5
1224,4969920254707369,3601926615,0,24,12,0,"theshy Why does ts receive the most slander every time? Everyone wants to get some traffic. Believe it or not, lpl&#39;s traffic will be reduced by more than half after ts retires. I&#39;m not just bragging. Take Pheasant and Cat Man, for example. How can they get traffic without ts? The results of those two guys were just mediocre. So don&#39;t bully the father who feeds you. You vampires won&#39;t starve to death in the future.",66,-0.6155723255961366,0,2,65,0.4487,0,4,541.5,33773075.5,0,0,0.0,36.1903,0.5,19.5,-1.2353,0.0,0.0,3,1,5
1233,4969905389833872,7610427940,0,0,2,0,"Cat owners really don’t like to abuse cats. I saw a vicious woman abusing cats on QQ. The cat was a stray cat. She kept it for three days, but today she made the cat unable to survive today.",29,-2.4337239677268045,0,1,29,99.7677,0,1,633.0,10000.0,0,0,0.0,95.6303,2.0,4.0,0.0,0.0,0.0,2,0,5
1234,4969904706426784,3479690524,0,1,1,0,The &quot;pet blogger&quot; who abuses cats and dogs still has fans...,8,-0.8846704769802394,0,1,10,98.4507,0,1,229.0,491.0,0,0,0.0,85.9842,2.0,10.0,0.0,1.0,1.0,0,1,5
1239,4969894376900497,7819534338,0,0,6,0,Jining AdoptionJining Adoption I want to adopt a kitten or puppy. I am not a cat abuser. I prefer a kitten or a puppy. The location is Surabaya. It is not too expensive.,19,-1.199550658600579,0,1,18,50.3923,0,1,443.0,80.0,0,0,0.0,25.6562,0.5,9.0,0.0,0.0,0.0,1,0,5
1241,4969887107384720,7777183423,0,0,3,0,"Just torture the cat, right? This beast",6,-11.047973991459376,0,1,6,47.3767,0,1,551.0,260.0,0,0,0.0,28.3293,0.5,10.0,0.0,0.0,0.0,0,0,5
1248,4969875182196304,7454474605,0,0,3,0,"ah? Kneel down, swear oaths, and beg hard... I didn&#39;t listen to the recording. I finally know why Bingsi said this is a cat abuse video. I finally know why Bingsi was angered. It&#39;s so cruel.",25,-0.2653607538654471,0,1,26,99.7363,0,2,302.0,2333.5,1,0,0.0,63.0177,1.0,15.0,-2.0422,0.0,0.5,0,0,5
1257,4969870813563232,7825772043,0,26,13,0,"Chen Muchi, you are like a kitten that was strangled to death by a cat abuser, skinned, boned, and drained of blood. The owner of the cat was watching. You are so cruel. Are you really not afraid of retribution? My heart aches. You killed my kitten, how desperate you must have been to make such a poisonous oath, I&#39;ll spit it out for you, okay? You will live a long life, you will be healthy and safe, we will love you and accompany you forever, don&#39;t you want it? Give up yourself, I beg you @陈 MuchchiChen close d",65,-0.5395965885649651,1,4,61,99.9991,0,4,650.25,3009099.5,0,1,0.0,41.7932,0.5,13.5,-2.8746,0.75,1.0,2,4,5
1258,4969870551683312,7432129068,6,24,1,0,"If you can&#39;t bear it, please log off the internet first and take it easy. Now you are just abusing cats.",12,-1.8399008755629007,0,1,11,73.8923,0,1,190.0,37.0,1,1,1.0,94.8935,2.0,9.0,1.1362,1.0,1.0,0,0,5
1261,4969870001440175,6082252323,27,69,4,0,"Don’t be the audience of cat abusers, don’t be the audience of cat abusers, don’t be the audience of cat abusers. Pain is their nourishment, and they will feel happy only when you collapse.",14,-0.9564842022231734,0,1,14,98.979,0,1,184.0,813.0,0,1,1.0,53.1934,2.0,21.0,-1.3994,0.0,1.0,1,1,5
1271,4969794851833812,1318502142,1,0,4,0,"Cat adoption in Xi’an is free! Description of the situation: *Breed: British shorthair cat calico*Gender: Female kitten I bought it, it&#39;s been well maintained, and it&#39;s probably been vaccinated. *Deworming: There were no parasites when it was first picked up. It should have been dewormed before wandering. As soon as I picked it up, I used Big Pet to deworm it. *The process and basic situation of picking up the cat: The kitten was picked up in the garden of the community on October 15th. It seemed like a close relative when we first met it. I guess it had just been wandering for a few days. Its body was very clean, without parasites or ear mites. There was a trauma at the corner of the left eye. It was probably caused by an infection caused by not being treated while wandering. After a period of treatment, the trauma at the corner of the eye has now healed. The kitten was in good health and was taken to the pet hospital for a simple examination and found no symptoms. The kitten has a very affectionate personality and won&#39;t be scratched. It doesn&#39;t resist when it comes to cutting nails, cleaning ears, applying medicine to wounds, taking oral medicine, etc. It especially likes to nuzzle and cling to people, and has a very good personality. The cat picker already has several big cats at home. Due to the situation at home, he is unable to adopt them, so the kittens are currently placed at a friend&#39;s home. *Special note: I’m not sure what the kitten has experienced before. The kitten will howl when it can’t see people, which is quite unpleasant. After a few weeks of adoption, the situation has eased. I guess it may be a sign of a lack of security after being abandoned. , I went to the hospital for a checkup, and the doctor said it was not caused by illness. Kittens will use cat litter themselves, but it may be that the range of activities in the temporary cage is too small, making it easy for the kitten to step on the litter. It is recommended to use a large litter box with sufficient space. Kittens are so dear and have very good personalities. Domestic breed cats have no ability to survive outside. If they are abandoned, they will never survive the weather in Xi&#39;an! I hope someone with good intentions can give the kitten a home! *Adoption requirements: 1. There must be no cat abuse! 2. Must be a caring, patient, cat-loving adopter 3. No fees will be charged, just hope that the kittens can find a good home 4. Only self-pickup in Xi&#39;an city is accepted 5. Students are not accepted for adoption 6 .It is best to adopt an adopter who has experience in raising cats. The kitten is very beautiful and has a very good personality. I hope it can find a warm home! Hide d",230,-0.008957954772034,7,2,223,100.0,0,3,187.66666666666666,1785368.3333333333,1,1,0.6667,56.4265,0.6667,7.666666666666667,-0.3153,0.0,1.0,8,18,5
1272,4969748847396107,6305104948,2,26,3,0,"Cat abusers need to recall their childhood dreams. Even if you haven&#39;t done anything right until now, it&#39;s not too late to be 16 or 17 years old. If you have a dream of flying, even if you don&#39;t have a good education, you can still learn by yourself. You may not be able to build your own aircraft in the end. Being an aviation blogger is more than enough. Give it a try for 10 years. No matter what you do, time will always fly by.",58,-0.0042344461698131,1,1,57,100.0,0,3,1080.3333333333333,117090401.0,1,2,0.3333,62.7992,1.5,16.0,-0.1073,0.0,0.6667,1,5,5
1273,4969649366630651,7723490374,1,0,2,0,"In addition, I would like to ask some targeted questions to a certain woman: 1. Knowing that Liu Kai had an affair, why didn’t you leave her? 2. When you found out that Liu Kai had cheated on her for the first time, why didn’t you leave her? 3. When you told Liu Kai that he cheated on her for the second time, why didn’t you leave? Not divorced 4. Tell Liu Kai the fact that he abused and killed cats, why didn’t you divorce? 5. Since you didn’t divorce on the 26th, why did you tell me that you were divorced? I contacted you and sent me a text message saying that the money from the woman Liu Kai cheated on for the first time was finally given to me. You bought the bag and it went into your pocket. Can I understand that Liu Kai is your cash cow, and I will transfer the money to you, so you sent it to Ya Shengpo from Liu Kai at 18:53 on November 14th. At the bottom of the apology letter, do you apologize for yourself and accuse me of destroying your family? Hide d",80,-0.6435320534588578,2,4,77,0.0,0,1,302.0,4.0,0,0,0.0,27.8585,0.5,3.0,0.0,0.0,0.0,3,1,5
1275,4969600850592099,7771693699,0,7,15,0,"Good day, Godfather Bai Liu. I didn’t know until I went to school this week that the kitten in our school was killed. The person in our school who abused cats made quite a fuss at the time.",25,-0.923068927956524,0,1,27,100.0,0,5,636.0,363636363.6,0,4,0.0,74.2944,2.5,18.4,-1.6735,0.2,0.0,0,1,5
1278,4969579593596974,1664797911,0,0,6,0,"2023.11.18 My eldest son, my most well-behaved fruit boy, returned to Meow Star. I still can’t accept this. He has accompanied me to move out of residence again and again, accompanied me to recuperate, accompanied me to start a business, and accompanied me to start a business. I travel from south to north. I really hate those who abuse cats. I hate the person who killed him. If you are willing to go back to your mother in the next life, we are just like in Beijing. You come back from get off work every day. Meet me at the door. Why is it that a cat with such a kind, understanding, and well-behaved personality ended up like that when he left? Dad also took you home today. In two days, your parents will take you on your last journey together. I hope you will be happy in the next life. It’s been less than five years. I hope you can always remember mom. I’m sorry that you haven’t been with me recently because you have been too busy. I miss you lying on me sucking your breasts. Can you tell me in a dream if you are okay?",108,-0.1268618163824276,0,2,107,100.0,0,3,656.6666666666666,129455796.0,0,0,0.0,66.5951,1.5,13.666666666666666,-0.1172,0.0,1.6667,0,8,5
1279,4969572956378216,5522722373,0,1,2,0,"I really like the witty Zhang Ye. I started following her when she wore Spider-Man clothes. Later, she was blacklisted by the whole Internet. I always believed that she must not be a cat abuser. At that time, she lost a lot of fans. Now that she is single, the quality of her videos is getting better and better. The number of views is getting higher and higher. I’m really happy for her.",45,-0.450182605816368,0,2,42,98.8972,0,1,136.0,201.0,1,0,0.0,98.7229,2.0,11.0,2.1701,0.0,0.0,1,5,5
1284,4969546106799842,6305104948,18,153,15,0,"Every great departure is a sea of stars. The cat abuser was still competing with several kittens. On the surface, it seems to be a gap in technology, but at a deeper level, it is a difference in the development stage of civilization.",27,-0.2063181499185171,1,1,27,99.998,0,7,284.57142857142856,10000.0,2,5,0.4286,69.9829,1.25,26.0,-0.1694,1.0,1.5714,0,2,5
1290,4969499348700707,7767661301,0,11,6,0,"⊹Welcome to the Emergency Cat Suction Center⊹The top kitten in the center: @MICtanjianci JC-T The purpose of the center is as follows: What Xiaotan does is right. Center rules: You can pet cats here and love cats. Cat abusers are not welcome. Human center chef: sfw, loves to make narcissus, paint what you want, output collection, emergency cat sucking center, center question box O web link",47,0.2480338631337436,1,1,49,49.0861,0,3,257.3333333333333,367981888.6666667,0,1,0.0,54.4492,1.5,2.3333333333333335,-8.7622,0.3333,0.0,2,1,5
1292,4969474424045814,1658401594,1,43,3,0,"In addition to the unscrupulous hospital taking care of the cat&#39;s life, there is another particularly sinister aspect of this matter, the bloody cat. Usually they are kittens that are abandoned by cats in the backyard after catching stray cats. They do not have any nutritional supplements and are used to draw blood from sick cats seeking medical treatment. Isn&#39;t it abusing the cat if it runs out of blood and then replaces it with another one?",46,-0.9240315894051188,1,4,42,99.963,0,2,745.5,253458.5,0,1,0.5,63.3716,1.0,16.0,-1.2111,0.0,1.0,1,1,5
1298,4969393411851891,5589369957,0,5,3,0,I want to accuse Xiaowen of abusing cats@walking to the east@小文嘠嘠的,10,-2.9041340836089597,0,1,10,96.5826,0,2,137.5,609.5,1,0,0.5,65.6506,3.0,6.5,0.0001,0.0,1.0,0,0,5
1299,4969378124923153,6122294138,0,3,2,0,"I had a fight with my mom last week because she gave away her cat without leaving any contact information. I was worried that the cat would be given to someone who abused the cat. But she insisted that she did nothing wrong and I didn’t even put on my shoes before grabbing her. The bag is gone. I was a little depressed that day, worried about the cat, and felt that it is really difficult to change people&#39;s thinking. Some people just regard the &quot;role&quot; as that role, and the cat is the cat, and no one is important. But my cat is more important than my work. I can live without my work, but I cannot live without my cat. d",61,-0.7456135168535439,1,1,60,100.0,0,1,16.0,758.0,1,0,1.0,90.7593,2.0,5.0,6.1541,0.0,1.0,3,4,5
1300,4969363590611788,2783053135,2,10,1,0,"In the absence of the law, those who should be in charge pretend to be dead and do nothing. Some people torture cats and dogs and sell videos to make money. Some people yell, kill, jump and party, and some people poison themselves. Dark and vicious. But there are also kind-hearted people who work together to save lives. The difference between people is much greater than that of orangutans. I hope good people will be rewarded with peace and joy in their lives, and evil people will be seriously ill and restless at home. May the rewards come soon. Hide d",57,-0.7513428832656035,3,6,49,99.9974,0,1,591.0,590.0,0,0,0.0,38.2241,0.5,6.0,0.0,0.0,0.0,4,9,5
1306,4969141134428613,6183821367,0,76,12,0,What mistake did it make? Weibo video of L Cute Pet Haven,11,0.0,0,0,12,98.3672,0,9,576.2222222222222,1.4013690334036894e+19,2,6,0.2222,62.1142,1.5,5.888888888888889,-7.0934,0.5556,0.8889,0,0,5
1307,4969121755432220,1671936345,0,3,5,0,"The cases I have received in the past three days include depression, anxiety, obsessive-compulsive disorder, and a real world where a cat is tortured and his girlfriend is beaten, which shocked me.",23,-1.8708812189543804,0,2,21,99.8052,0,2,468.0,256090.5,0,1,0.0,60.4296,2.0,4.0,-4.0233,0.0,0.0,3,1,5
