,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
2014,Didn&#39;t I say it before? Studunzi running around naked can only be considered sexual harassment.,12,-3.0680900597485232,0,2,10,0,0,0,0,0,1,0,1.8112,"[0.25248021845222945, 0.05719142096508134]"
2015,"The time machine takes me back to the past, do you want to try it too? Weibo memories",11,0.0,0,0,13,0,0,1,0,0,0,0,99.8603,"[0.9021179513298858, 0.7525773195876289, 0.9691941858739995]"
2016,"Fearless had serious pacing issues with the sexual harassment case, which caused me to miss watching it for a few days.",18,-0.8843953914604753,0,1,17,2,0,0,0,0,1,0,83.9841,"[0.9534503444258805, 0.22140572024446303]"
2017,Is Hiroi Kiuri the one who can endure both my cold violence and my sexual harassment? ? ? ?,17,-0.7802037099596038,0,2,16,0,0,0,0,0,0,0,26.6023,[0.6822450013885141]
2018,"&quot;Fearless&quot;: A strange move of &quot;Chen Wuliang&quot; was the key factor in taking down Yang Weida. It is unusual to learn about the case through audio recording. This behavior implies that Chen Shuo is not just Yang Weida&#39;s attorney on the surface, but more like an undercover agent. This recording move could undoubtedly become a key turning point in the case. The legality and authenticity of the recording content will be the focus of court review. If these recordings are found to be legitimate and true, they will become powerful evidence that will be critical in supporting sexual harassment claims. However, in legal proceedings, evidence collection must comply with legal requirements. If the legality of a recording is challenged, it may be challenged in court, affecting its status as valid evidence. The court will review these recordings to confirm whether they comply with legal requirements and procedures, which will directly affect their importance and credibility in the case. Hide d",99,0.04032820211985556,2,3,101,7,0,0,0,1,1,1,100.0,"[0.9627717588165338, 0.8186882014288652, 0.8948828038182898, 0.725142220528777, 0.5847788982379888, 0.9997505257809652, 0.9733503721469066, 0.9444005019159527, 0.33117742286775786, 0.4600131428298623, 0.5262327818078083, 0.9603202062231685, 0.9855553151769809, 0.9903538538341649, 0.3072995932960849, 0.6486790995213784, 0.9390253257427944, 0.7614475173058048, 0.767316255267326, 0.4737672181921908]"
2019,"You know why you only chase stars and don’t fall in love, because they won’t sexually harass you.",15,-3.416254419643563,1,1,14,0,0,0,0,0,0,0,23.7611,"[0.617223581346082, 0.17674245215785322]"
2020,Why should this not be sexual harassment?,5,-6.154123526970263,0,1,4,0,0,0,0,0,0,0,26.6951,[0.2669514755975966]
2021,It turns out that the only people who can really sexually harass men are men. Do-hoon was wearing such pink clothes to seduce men on purpose.,15,-4.30214503867443,0,2,14,1,0,0,0,0,1,1,14.1298,"[0.3888149702413517, 0.22318121918007183]"
2022,"After Huang Zijiao was involved in the controversy in June this year, he appeared for the first time after 102 days of hiding. He wears a peaked cap and a black down jacket. Huang Zi Jiao #黄子杰神音102天后Lbingbingbingbingbiscuit&#39;s Weibo video",26,0.0,0,0,29,1,0,0,0,0,0,0,75.6233,"[0.6580701622210112, 0.6993243188637542, 0.8464289069153053, 0.14698690227000166]"
2023,"Wuwei designed two burdens at the beginning, one is the ex-husband of the heroine, and the other is the second heroine and her master. It seems that the ex-husband&#39;s matter should be resolved quickly. The master should be the sexual harassment that uu said. It seems that it will last until the show middle section. Screenwriter Zhao Dongling...well, it was really eight mistakes.",35,-0.8024731121989122,0,1,37,3,1,0,0,0,0,0,92.6497,"[0.9753760509083911, 0.6229603126291571, 0.12855662514337385, 0.39659002366036944, 0.10399363663945072, 0.57309997537705, 0.9599055327918486]"
2024,"Sexual assault and harassment are not far away from us. Always remember that it is not you who is ashamed of being sexually assaulted, but the sexual predator! Using the correct method to defend your dignity and rights at the first time is the best weapon to protect yourself. @Panzhihua Pingan West District@Jingzhou City Procuratorate",36,-0.7423517480886609,1,3,36,3,1,0,0,0,2,0,99.9423,"[0.6671816673976714, 0.8782336276140867, 0.2994511875706315, 0.5, 0.9995986781643871, 0.4874159334842302]"
2025,"&quot;Men in our country have received very little education in terms of gender relations since childhood. When they were young, they would pull girls&#39; pigtails and get pleasure from their tears and screams; when they were in middle school, they learned from Japanese movies that if a girl says she doesn&#39;t want to, she wants to refuse. In college, he pursued the department beauty in a way that was close to sexual harassment. After the failure, he attributed the reason to the girl&#39;s worship of money. After the salary was paid, he arbitrarily commented on the figure and dress of female colleagues and regarded it as a way to adjust the office atmosphere. As a result, many men lived until their third or fourth grade. 10. In the past two years, I was suddenly told through the Internet that women don’t want it if they say they don’t want it. Women’s scolding, indifference and even wry smiles are all expressions of disgust for you. The ambiguous, flirting and even dating you thought you had since childhood are actually It&#39;s all women who are trying to tell you to go away. At that moment, their worldview seemed to have collapsed. They didn&#39;t know which link was wrong. After thinking about it, they could only find one solution. They shouted excitedly: It&#39;s all to blame. Nowadays women only know how to box!&quot; Hide d",129,-0.17303548681766168,0,5,130,5,5,1,0,1,8,1,100.0,"[0.9995995536052014, 0.872072991974062, 0.9891718012475071, 0.5545391297171568, 0.9562418389547492, 0.21588426365368452, 0.7011606194066876, 0.9924632436181227, 0.569841130900218, 0.5381000835421975, 0.45527923088039124, 0.029895118202596827, 0.897546617517586, 0.5952289740079841, 0.7608695652173911, 0.6500159332486928, 0.2546108618582147, 0.45575903031879084, 0.8107381430310924, 0.4737672181921908]"
2026,Sexual Harassment @X玖少团_Ye Xiu,5,-5.960253599727853,0,1,5,0,0,0,0,0,0,0,37.027,[0.370270004353603]
2027,"You really can’t read the quick-travel novel with your brains in mind. In fact, in the final analysis, many slaps in the face are based on the system. The male protagonist takes action, but if you contact the reality for a moment, you will feel powerless. In the quick-travel novel, the female protagonist has been sexually harassed, slandered and slandered. Relying on the system to export surveillance videos to prove yourself, or using other means to retaliate. In reality, there is no system and no background. But I&#39;m almost done with the story. The main character&#39;s known plot development is the biggest cheat.",61,-0.7121678441348029,0,4,57,4,0,0,0,0,5,0,99.7093,"[0.3452070090686056, 0.2614771379118813, 0.8294457583903977, 0.6505857434287704, 0.9610986605729089, 0.004749859053187366, 0.8995627174027836, 0.759487507606581, 0.5954355608065308, 0.9906877366677898]"
2028,"Isn&#39;t this sexual harassment in disguise... Send me a selfie... Why, do you want him to choose a concubine?",13,-2.026986337217783,0,1,14,0,0,0,0,0,2,0,40.331,"[0.12427311319624634, 0.8410292069899853]"
2029,"After rewatching it again, who wouldn’t love Ren Guangxi’s character ceiling? What’s most surprising is that Taiwanese idols were openly discussing sexual harassment more than ten years ago, and the school court heard it openly. I didn&#39;t think it was that bad before, but now the environment makes me feel incredible. There is no deliberate description of the victim, no unnecessary sensationalism, and no unbearable rumors. The victim starts his life again. An Yixuan is so beautiful. She is indeed my favorite since I was a child. I can’t hold back my tears. d",66,-0.5282891364808254,1,2,63,2,0,0,0,0,3,2,100.0,"[0.8312266288637061, 0.9102960998157329, 0.42895162086768057, 0.641665830067315, 0.2029968449218459, 0.9742012764707914, 0.5048796726805214, 0.29039118492532656, 0.9302111530805444, 0.8850194048633471, 0.9984432763105194, 0.6451396771956128]"
2030,"[Japan’s Cabinet Office staff secretly filmed female high school students in elevators and said they were “too stressed” after being caught] 7 According to a report from China News Network citing the Japan Broadcasting Corporation (NHK), on the morning of the 20th local time, a staff member of the Japanese Cabinet Office The police at Ofuna Station in Kamakura City, Kanagawa Prefecture, were arrested on suspicion of secretly photographing a female high school student. The police subsequently found multiple secretly photographed photos on her mobile phone and are currently investigating further. According to reports, the man involved is now 31 years old and is a staff member of the Cabinet Office of the Japanese Central Government. On that day, he tried to secretly photograph a female high school student in the elevator of the station. Station staff noticed that she was behaving abnormally, and immediately controlled her and handed her over to the police. When questioned by the police, the man confessed to the secret filming and said that the reason for the secret filming was &quot;because of excessive work pressure.&quot; The police later found a number of candid photos on the man&#39;s mobile phone and decided to conduct further investigation into the man. The Japanese Cabinet Office responded that it was &quot;currently under investigation and will not provide detailed explanations for the time being.&quot; This is not the first time that Japanese Cabinet Office personnel have been exposed to similar scandals. In September, Fumio Kishida had just significantly reorganized the cabinet and adjusted senior personnel of the Liberal Democratic Party. But just over a month later, cabinet members had troubles one after another. On October 26, Japan’s Liberal Democratic Party Senator Taro Yamada, the Administrative Officer of Japan’s Ministry of Education, Culture, Sports, Science and Technology, was forced to resign from his post as Administrative Officer after an extramarital affair scandal was exposed. Fumio Kishida admitted in Congress that there was “appointment responsibility.” On October 31, Japan’s Deputy Minister of Justice Kakizawa Mitaru resigned due to alleged violations of the Public Office Election Law. Kakizawa is a member of parliament elected from Tokyo&#39;s Koto Ward. Previously, Koto Ward Mayor Kimura Yayoi and her team were raided by the Tokyo Prefectural Prosecutor&#39;s Special Investigation Department on suspicion of violating public office election laws. Kakizawa admitted that he made suggestions to Kimura regarding illegal campaigning. On November 13, Japanese Deputy Finance Minister Kenji Kanda was forced to resign due to the tax arrears scandal. Kanda is a tax accountant, but not only does his company owe taxes, he also violates industry regulations and fails to participate in necessary training. After the incident came to light, Kanda refused to resign for a time, but due to pressure, he had no choice but to resign on the 13th. Fumio Kishida apologized again in Congress for this. On November 17, Defense Ministry Administrative Officer Shingo Miyake was exposed by the media for sexually harassing a female subordinate. Defense Minister Minoru Kihara asked Miyake to explain the situation. According to the poll results released by Japan&#39;s &quot;Mainichi Shimbun&quot; on the 19th, the approval rate of the cabinet led by Japanese Prime Minister Kishida Fumio dropped to 21%, setting a new low since Kishida became prime minister in October 2021. Japanese media analyzed that the main reasons for the continued decline in Kishida&#39;s cabinet support rate were people&#39;s lack of support for the cabinet&#39;s new economic policies and the resignation of several cabinet members due to scandals. In this regard, 56% of the respondents believed that Kishida &quot;bears a great responsibility&quot;, and 55% of the respondents expressed the hope that Kishida would resign as soon as possible. (Jimu News)Collapse d",264,-0.023233201851313532,3,11,260,5,0,1,0,1,10,0,0.0001,"[0.42031663495719873, 0.9918258126830712, 0.07401222229631343, 0.016983412381987417, 0.012786477129732354, 0.30939526118971594, 0.7499999999999999, 0.8881328625572232, 0.21145807159273156, 0.5223330784107005, 0.8193150519541705, 0.04753197870388437, 0.4043459682120111, 0.8073398165521188, 0.6775706157628206, 0.044960257756845645, 0.8542908082072954, 0.5741378461448197, 0.2682926829268295, 0.1168560293683184, 0.29123652140610146, 0.4450673199826428, 0.21405495902403138, 0.34750482288974294, 0.8537547346761496, 0.07709064296652168, 0.8012696541411681, 0.8213909561638829, 0.10943052309289092, 0.15344643276674974, 0.9550791597029649, 0.8817275175998532, 0.875, 0.2455365386527455, 0.057712615444412085, 0.06553958951539751, 0.7185111590671803, 0.18603550308573313, 0.35194164624230606, 0.8498701527237589, 0.7072519390268905, 0.48943230073055666, 0.8077440180096216, 0.05404115597465409, 0.09295323024139968, 0.0688682799182484, 0.7143405515012647, 0.7000425290922827, 0.640651402001716, 0.28160881909227164, 0.18899962238496792, 0.9440792886220246, 0.2832811048315811, 0.8692776720020278, 0.5262327818078083, 0.38064589904094215, 0.1485553116813133, 0.7279408496674319]"
2031,"The TV series &quot;Fearless&quot; is a legal work about urban women, about the difficult situation Guo Yu experienced in the sexual harassment case. She faced various difficulties in this lawsuit, especially when witnesses recanted their testimonies, making the case even more confusing. Fang Lihong took over the case. Although she seemed to support justice, she may have revealed more hidden motives and interests. Mr. Dong&#39;s decision and the key evidence in Mr. Tian&#39;s hands hint at a more complex power game and interest competition behind the case. Hide d",73,-0.03540622374823561,2,2,73,4,1,1,0,0,5,0,100.0,"[0.9998841105214434, 0.9854505073408967, 0.9972239633551451, 0.6125650533944167, 0.39657043345024845, 0.9850020023752005, 0.970048559753811, 0.9738043418596823, 0.9630326172898674, 0.9990373544157286, 0.4737672181921908]"
2032,A bunch of bitches,3,0.0,0,0,3,0,0,0,0,0,0,0,48.8901,[0.48890108756502804]
2033,"Teasing and counter-teasing are more interesting between adults who are equally matched. This kind of behavior from experienced people to relatively less experienced people is, to a certain extent, a bit like sexual harassment.",28,0.0023120641796812104,1,2,25,3,0,0,0,0,2,0,99.8749,"[0.9800493167014844, 0.8811603206792793, 0.9065243904087411, 0.23643390781896234]"
2034,"I laughed so hard that Xiaohongshu has really become a platform for lovers of men. I recently posted something about whether men are so sensitive? I rarely post comments unless the other person is posting something so vile that I really can’t stand it, or they are sexually harassing other girls, or they are comments that have no empathy and I want to ask the floor leader that their comment has been processed. Just come and deal with me? Nowadays, there are always a lot of comments under the photos of beautiful women. She understands what she means by posting this photo. It is quite harmonious and friendly, right? Use photos of beautiful women to attract some men, but there is no way to convert them into cash flow. What are you doing to bring in men? It’s your fault that your e-commerce business can’t make any money. Close d",92,-0.1790073175892781,2,2,87,6,0,0,1,0,2,0,0.0003,"[0.6235471667470168, 0.012823071022471044, 0.00017140338725651905]"
2035,"Even though a certain group of people regard Zhang Guimei as a golden brand and keep trying to criticize her, they cannot really recognize Zhang Guimei in their hearts. After all, they don’t have empathy with workers, they don’t want to work at the grassroots level, and they don’t want to serve the masses even after receiving official quota. They also ask questions everywhere, “Do you know what it means to work?” You said, would this selfish and irresponsible group really worship Zhang Guimei? It&#39;s nothing more than &quot;if she goes, I will go&quot;, just to put money on one&#39;s own face. Hide d",66,-0.4415239251291932,1,2,66,4,1,0,0,1,3,0,0.0154,"[0.03014619541049124, 0.11789348616022921, 0.6146318007811684, 0.40265649914957335, 0.26327313376030137, 0.5209553971653776, 0.39041446358519516, 0.7370212161102985, 0.5459726070542799, 0.33976154194553776, 0.2195692436473886, 0.4737672181921908]"
2036,"Sexual harassment in the workplace, I want to be harassed too View pictures",8,-11.136220947819524,0,2,7,0,0,0,0,0,0,0,26.3748,"[0.6229257173137702, 0.19410803021133383]"
2037,"Japanese women’s boxing has developed to this day. In addition to all the phenomena we can see today (they started women’s boxing many years before us, and the version is the latest), men need special carriages! ! why? &quot;Afraid of being slandered and falsely accused of sexual harassment&quot; Let&#39;s see how many years from now, the version will be iterated to this",38,-0.08460494634545654,0,3,42,2,0,0,0,1,1,0,10.7086,"[0.9454951743820571, 0.30045632621289964, 0.6205404491004078, 0.7190694483978768, 0.5262327818078083, 0.02323895295075884, 0.6366168434478965]"
2038,"Men are snatching women’s job opportunities and even go to the obstetrics and gynecology department. Do you still think it’s normal? Have you checked how many male doctors in obstetrics and gynecology have sexually harassed or secretly photographed female patients and posted them online? Okay, please call me sir👉🏻",32,-1.9644020776338769,0,3,31,2,0,0,0,0,0,0,1.0955,[0.010955254564233186]
2039,"It&#39;s been two months and I&#39;m still disgusted. Sexual harassment of women is not sexual harassment😅. I keep saying three sentences every day about criticizing and feeling safe, stupid b.",25,-1.547345191046263,0,1,25,0,0,0,0,0,2,0,1.3242,"[0.06895062080019254, 0.628410095712997, 0.1831837642057429, 0.5218222099980571]"
2040,"[Submission] Xiaohuapai Jiao chapter repo, Black Mud, involving spoilers of Jiao line, Ji line and Tang Hong line. The content is 500 words long. 12345678910 I read the demining matters carefully before buying it. I know everything about female competition, male superiority and female inferiority, virginity complex, etc. , so this repo does not cover these. All I can say is that they are all true, and they are quite lengthy. The current progress is that all Jiao and Ji lines have been passed, and Tang Hong has passed half of them. Official repo: 1.CG collapse. The most unacceptable point. I played the demo in advance and decided to buy it because the OP, vertical painting and the first CG were very beautiful. After actually playing it, I found that this was the beauty. As the main game of Jiaoxian, there is a lot of CG, but almost all of it is broken. The male protagonist’s face is broken, the female protagonist is bald, and the picture is rough. The CG quality of Ji Xian and Tang Hongxian is better, but the exquisiteness cannot be compared with the vertical painting OP, and the quantity is also smaller. 2. The content of Xiongjing differs from expectations. I thought it was because the male protagonists were constantly vying for the female protagonist&#39;s favor with their peacock feathers. They were fighting openly and secretly with each other&#39;s tea skills and martial arts. The female protagonist was swaying from side to side and made mistakes that all women in the world would make. The reality is that the male protagonists are in love and competing for the female protagonist&#39;s body, and the female protagonist is like a floating duck in the wind. Both her inner and outer body are hurt. Hime Line has some tea art teasing scenes, but they are very short. 3. Sexual harassment has reached the level of sexual assault. As mentioned above, I read the demining before buying it and was mentally prepared for sexual harassment, but the severity was higher than expected. Things that the male protagonist did to the female protagonist include forced tongue kissing, licking, stripping off clothes, rubbing breasts, (in public) touching the lower body with hands and borderline sexual intercourse, and (for those who did not reach the last step) raping. The heroine was not at all happy, and she resisted being scared throughout the whole process. Any heroine who is a little happy can be regarded as a side interest, but unfortunately there is no such thing. The Jiao line has mutually consensual edges and is not included. There may be players who are good at this, but not me. 4. The length is really short. Hide d",203,-0.08955332217875998,1,7,202,6,1,2,0,1,5,0,100.0,"[0.5055873865760264, 0.5218222099980571, 0.9495665280031697, 0.9589922655758084, 0.9695828063261884, 0.685702296936851, 0.19144713187482743, 0.42721161245400696, 0.3184057704214851, 0.8264781928873493, 0.7217373176446884, 0.34483850291023, 0.7752744578141175, 0.9446377575246271, 0.8514381571812352, 0.4737672181921908, 0.398189141675677, 0.10503914928826485, 0.9278119793581691, 0.5282708600715825, 0.19059012220810012, 0.2406559460466181, 0.9978722163193883, 0.9119743503511729, 0.9815542140071494, 0.33132926006075814, 0.9962155389678096, 0.180540243661787, 0.5566433667345249, 0.3990090428261236, 0.6872840751441108, 0.9607135323851306, 0.5239213720138779, 0.33841786585003186, 0.999990919713626, 0.9623588303319803, 0.7000918255046936, 0.979884812799959, 0.5798611111111113, 0.1064795851706769, 0.29713587406003794, 0.26171874999999967, 0.5200171873996965, 0.4737672181921908]"
2041,"Search【】. There are all technical problems. I won’t take pictures. I won’t look at the pictures later. If I don’t pull them out, I’ll just wear them. They say I’ll wait until [everything grows out] before pulling them out? ? ? Where did you learn it? Which school and which teacher taught it? ? ? ❷You don’t need a tray, just put it on your chest, which is unique. Is there any special &quot;doctor&quot; who can persist for 5 years? ? ? No, he should learn it. Failure, ❶The left side, long-term dislocation, severe pain, and the left side was repaired. ❷The impacted wisdom tooth on the left side has not been removed and is seriously floating out, which is strange. ❸. Hide d",60,-0.10173709502637941,1,0,66,2,0,0,0,0,2,0,0.0,"[0.36659314554204503, 0.48117056043717277, 0.3032442288867885, 0.8480500921939761, 0.11875242224848559, 0.31645952844649794, 0.7322274881516586, 0.983138551419664, 0.05011076000107195, 0.4257570759523177, 0.8793103448275861, 0.6440462585072084, 0.27450980392156876, 0.721835142817121, 0.4374999999999999, 0.11083992299618273, 0.555637763924712, 0.5, 0.08797633583952225, 0.08338088382950692, 0.4216896419920746, 0.05925491698378982, 0.5, 0.4737672181921908]"
2042,It was the first time I encountered sexual harassment in the workplace. My big belly was pressed against me and I felt like I was going to vomit.,15,-0.3624215949662099,0,1,14,0,0,0,0,0,0,0,35.6877,[0.35687705209968323]
2043,"Thinking back to when we were young, how many men lifted girls&#39; skirts, unbuttoned girls&#39; underwear, pulled girls&#39; hair, and even teased girls into fights. They had been bad since they were young. Aren&#39;t those sexual harassment plots the same as when they were students? Anyone who has watched &quot;Guarding the Liberation West&quot; knows that before the criminal&#39;s psychological defense is broken, he will yell &quot;What&#39;s wrong with me&quot;, as if the police arrested him by mistake. The same goes for zng. Before being beaten up and screamed by feminism, he will not think that his evil is evil, but the romantic pinch of a man.",69,-0.48772813214620225,1,4,71,0,1,1,0,0,0,0,99.9272,"[0.9554111530440254, 0.20472642016794274, 0.6011431953523609, 0.4375414314383357, 0.9074536604532639, 0.9709363966488985, 0.5211337245019884, 0.5527935526587124, 0.21732672922188556, 0.5, 0.44767845850986676, 0.5205006540843545, 0.8538783788180178]"
2044,"Isn’t this a very normal rating scale? Let’s talk about hq (tv). Although it is a very normal youth sports show, with female growth lines and highlight scenes, it also has meaningless close-ups of female characteristics, greasy sound effects, and scenes that glorify sexual harassment. , you will feel a little uncomfortable when watching it () This is the way the male-oriented narrative of the TV group is presented. Why can&#39;t we distinguish whether an animation is &quot;good-looking&quot; and whether it is &quot;female-friendly&quot;?",64,0.03219170096596956,1,1,65,1,0,0,0,0,3,0,100.0,"[0.22075312598999874, 0.36572569315150527, 0.9836407761258823, 0.9914705246450577, 0.9866523982676981, 0.9766266962214143, 0.8127315696688507]"
2045,"When Luo Yingzi accepted the sexual harassment case, Mr. Mei looked doting on her face: You make the decision yourself. L’s amazing Weibo video of this moment",17,-0.14634921918903002,0,1,17,1,0,0,0,0,0,0,99.9827,[0.9998266078985149]
2046,I hate you,3,0.0,0,0,3,0,0,0,0,0,0,0,71.5909,[0.7159090909090907]
2047,Sexual harassment goes away...,2,-13.608276348795412,0,1,2,0,0,0,0,0,0,0,57.0025,[0.5700245092887333]
2048,This is the first time in my life that I have seen women being trained on how to prevent sexual harassment and being treated like a human being by a foreign company the next day.,21,-0.36336363887726497,0,1,20,0,0,0,0,0,0,0,33.2523,[0.3325227841678705]
2049,"【Reveal! Australia’s service industry is so dark! Abused, discriminated against... &quot;Please treat us like human beings!&quot;] The latest research reveals that more than 60% of Australian employees have experienced bullying or sexual harassment, and more than 70% have witnessed bullying, harassment and racial discrimination, a topic on Reddit It also resonated with many local Melbourne netizens, who called on them, “Please treat us like human beings”! @PommieGirl said, &quot;I work in retail and have noticed that during the lockdown, the abuse towards myself and other staff has increased and gotten worse. It feels like people have seriously forgotten how to behave civilly in the past few years&quot; OWeb link close d",80,-0.2627271254549743,0,5,85,1,0,0,1,0,6,0,95.632,"[0.5, 0.4909766328985872, 0.8100666723651251, 0.9824459790911663, 0.5970419159780553, 0.24178719040723473, 0.47360276802933154, 0.10000000000000009, 0.44381456028336486, 0.36572569315150527, 0.5432165349138182, 0.42241156302875915, 0.3631785834172774, 0.5886075949367088, 0.7608761530811659]"
2050,"Yesterday I dreamed that I was being sexually harassed, even though I ended up knocking the person to the ground, but it was so disgusting.",16,-0.33254190077771495,0,1,16,0,0,0,0,0,1,0,11.1395,"[0.36410086597299895, 0.19561468098562418]"
2051,"East Asian children grow up with contradictions and struggle with their own hearts... and they can never escape. But in fact, compared with others (mainly referring to those who are not as good as themselves in some aspects), they are still considered good families and they do not have complete families. In a reciprocal relationship, I will now say to my brother, &quot;If you don&#39;t have money, you have no right to speak. If you bark again, I will tell you to get out.&quot; Although I can&#39;t be completely independent now, I still put this sentence I believe it to be the truth. I don’t know if it’s because I’m too persistent or because my parents have realized that I’m getting old. My dad has begun to respect my hobbies and is willing to face the things I mentioned before about being sexually harassed. I can see a flash of guilt on his face, and then It&#39;s just silence... ^_ Silence. I told him that I was not in love with that boy in my second year of high school. To be precise, I was the sponsor of the meal and he was my errand boy. But why did you collect the little note he wrote to me? Dad, I can finally take out the camera I saved up to buy openly, and I don’t have to worry about my mobile phone or my diary being peeked at. Oh, is this growing up? Why is it so similar to conquering and being conquered? Close d",135,-0.01274448357614608,5,1,136,10,1,1,1,0,1,0,100.0,"[0.9993809898693449, 0.8053061810570895, 0.3380526006925374, 0.20883314336464098, 0.4797899167658528, 0.9999467937865586, 0.9340218797222178, 0.2828453959081252, 0.6324703942451748, 0.5788223059496019, 0.8678569536144253]"
2052,"Today my supervisor was angry about something and asked me to call the senior who sexually harassed me (I didn’t think of how to call her for now, I didn’t want to call her senior) to his office. I said that I hadn’t talked to her for a long time. Suddenly, my The teacher stopped getting angry and asked me in a very gossipy tone, why did you two have a conflict? Since I didn’t want to mention that disgusting thing again, I said she drank too much and went crazy and said she wanted to kiss me ( I just said it briefly (there are more disgusting ones), I said: It’s impossible, there must have been a situation at the time, and I wouldn’t have said this without any reason. My director was trying to find excuses for her, and I was completely speechless. Even if she was stimulated, what had I done wrong to be sexually harassed by her (I respected her very much at the time and had a good relationship with her)? Please give it to me. I asked her several times if I could kiss you. I had wanted to drop out of school for a few days. My instructor was still trying to find excuses for her, saying that she might be stimulated or in a bad mood. I said it was okay and the teacher would go over there. It&#39;s been half a year. I was very hurt at the time and now I&#39;m much better. He finally stopped trying to excuse her. All I can say is when can people stop being guilty of the victim&#39;s fault? Go away, you idiot, stay away from me. d",134,-0.3145724476118042,1,6,130,2,0,0,0,0,7,0,0.0024,"[0.4722873726303889, 0.5904957258354293, 0.6952455019608064, 0.3276439183977109, 0.5262327818078083, 0.4974165704069291, 0.7500624229391235, 0.009182912407206256, 0.04620138954177122, 0.34527875471283087, 0.8888888888888888, 0.08350025478492384, 0.04072956359996205, 0.37133624104943674, 0.6793284537350834, 0.7192832236774891, 0.6274021379806086, 0.65877269683172, 0.25673822849880623, 0.6507936589223063, 0.9439025189951249, 0.40326392041024317, 0.2923424721181286, 0.252504244789056]"
2053,"Chen Jianzhou’s legal fees are as high as 7 figures? Sparking heated discussions! Recently, Daya (Zhou Yipei) and her husband Aliao Shi attended an event and talked about their current situation. They revealed that they had to pay more than seven NT dollars in legal fees for suing Chen Jianzhou, which halted filming. He firmly stated: &quot;I&#39;m not a person who talks nonsense. I&#39;m just worried that a lot of things will come in.&quot; Netizens commented on this: It seems that this is the rhythm of prosecution to the end! The incident between Daya (Zhou Yipei) and Chen Jianzhou happened because Daya wrote a thousand-word article on his social account to denounce Chen Jianzhou, a black man. She said: She had been &quot;sexually harassed&quot; by Chen Jianzhou, and the whole process was thrilling. It also allowed him to see the &quot;human face and animal heart&quot; side of Chen Jianzhou, which subverted Daya&#39;s understanding of Chen Jianzhou. Although several months have passed since the incident between Daya and Chen Jianzhou, the dust has not settled. What do you think of this? Hide d",102,-0.1455594673852192,2,4,104,2,0,0,0,1,6,0,100.0,"[0.8790676603740394, 0.8020330678228421, 0.7272727272727275, 0.5878406430617417, 0.7070422164077373, 0.6536448522039865, 0.06045146394856504, 0.29409030038286565, 0.9032593379935256, 0.6089744119186236, 0.8310604794658908, 0.2972198079199304, 0.8583498204170679, 0.997123714423501, 0.8143492607020978, 0.9981038447927951, 0.5573568557960508, 0.5, 0.5875212430201505, 0.4737672181921908]"
2054,"In order to get better from the cold these days, I drank a lot of water, and sometimes I even wanted to take an extra dose of medicine before going to bed in a hurry. Jiahao stopped me and said, today’s medicine is enough. Colds have a cycle. At least give your body some time to recover. This is the self-limiting nature of colds. In fact, psychological pain is the same, and psychology is self-limiting. Time will heal the trauma. In the clinic, a senior girl came for consultation. She was verbally sexually harassed and threatened by Didi’s driver. She immediately called the police. The driver was arrested, but the girl was still scared. My mother was worried and asked the doctor what to do. The doctor said to give her some time and I would prescribe some sleeping pills. It is normal to be scared when something happens, and she can seek urgent psychological counseling for some relief. But it is normal to have a fear of stress. Hide d",94,-0.02621953641116509,0,2,94,1,2,2,0,4,1,0,1.1665,"[0.3075351465540124, 0.25522003901989454, 0.40758619269300156, 0.20987998784541495, 0.8546925178130426, 0.32519224296940064, 0.6559264045451783, 0.2958440034376999, 0.5983946711396063, 0.401671160678567, 0.8645084944687943, 0.49210950687971544, 0.9219403705742613, 0.662047527720526, 0.04450108883157777, 0.33042229667967127, 0.7841591737323769, 0.70852357542187, 0.22817055602719427, 0.4865852431710944, 0.7027413530930735, 0.6280412009829749, 0.17024359721393623, 0.2792792968871053, 0.4737672181921908]"
2055,"Hahahaha, Xiao Hei reacts so quickly!",5,0.0,0,0,6,0,0,0,0,0,0,0,91.9764,[0.9197644247751834]
2056,It makes me sad to see the photos of a sexually harassing man being posted online.,13,-0.6113189156795981,0,1,13,0,0,1,0,0,0,0,10.0716,[0.10071557697207645]
2057,"Xia Youjie said that Gojo Goku had a big frame, so Gojo Goku shouted and took off his shirt, saying that Jie was just jealous. These muscles are real. If you don’t believe it, you can touch them. Satoru just took off his shirt like that? Not to mention that there are girls around, is this sexual harassment?&quot; Glass: &quot;As long as you are happy... don&#39;t worry about me...&quot; Late at night, Wuli Laoyou secretly thought about the figure of his male classmate under the quilt... Hmm Satoru&#39;s biceps are well trained... His abs also look great... But paired with that face, it&#39;s really jarring. When I was young, I thought he was just admiring Gojo Satoru&#39;s figure. Suddenly, a few seconds before his death, Satoru suddenly I realized that it was at that time that he started to have feelings for him.",109,-0.2762917608607193,0,1,114,1,0,0,0,0,3,0,99.9998,"[0.1448169572846444, 0.9019275308450476, 0.9999931768236738]"
